id,person,organization,location,date
d415537ea8a0a765e786ef0bb423090e5b8ab391,"Hugo Duncan,George Osborne,Northern Rock,Stuart Adam,Stephen Herring,Jeremy Blackburn,","Government,Experts,the critics, The Office for National Statistics,the Institute for Fiscal Studies,The Institute of Directors,the Royal Institution of Chartered Surveyors",UK,"August 2007,July,2008,July 2013,April to July this year,2013,March 2009,2003,"
fe3dd15fe1b59a96fe4162553279dd1ed263d121,"Lauri Love,Paul Fishman,Fishman","CNN, A federal grand jury,Army, NASA,the Environmental Protection Agency","Stradishall, England",
ff0f9801334d6f97b2b05c390a7313cfc3e64140,"Heath Montgomery,Kari Bowen,","Associated Press,The National Weather Service,the San Francisco Giants,Frontier Airlines"," Colorado,West, Northeast,Red Feather,Midwest,Northeast,the West Coast,Midwest,Lafayette","Memorial Day weekend,"
ff6bb1e8a47fdd6c32f14201b7aa50dd7720a9ca,"Rick Dewsbury,Diamond Jubilee,Sir Mervyn King,Prince William,Kate Middleton,Sir Mervyn,David Cameron,Jubilee,Sir Mervyn,Kate Middleton,Spencer Dale,Alan Clarke","Bank of England,Britain,Eurozone,Royal,the House of Lords Economic Affairs Committee,Scotiabank,Goldman Sachs","UK,London,","04:23 EST, 17 May 2012,06:48 EST, 17 May 2012,June 4 and 5,April, May,2012,June,first three months of 2012,the fourth quarter of 2011,2009,"
ff18a63fb30d6b696e725f2d4009ddd13a4146a2,,"TripAdvisor,Discovery Cove,Disney,Universal's Islands of Adventure,Europa Park,Universal's Islands of Adventure,Disney's Hollywood Studios, Beto Carrero World,Universal Studios Singapore,PortAventura Park,Disney's Animal Kingdom,Siam Park,Beach Park, Disney's Blizzard Beach Water Park,Disney's Typhoon Lagoon Water Park, Waterbom Bali,Wild Wadi Water Park,Hot Park, Rio Quente, Brazil,Aquaventure Waterpark,Aquatica,Aquaventure Water Park at Atlantis","Orlando, Florida,Rust, Germany,Magic Kingdom, Orlando, Florida,Penha, Brazil7. Disneyland Park, Anaheim, California ,Sentosa Island, Singapore, Salou, Spain,Adeje, Spain,Aquiraz, Brazil, Kuta, Indonesia, Dubai, United Arab Emirates, Rio Quente, Brazil,Paradise Island, Paradise Island",
ff95cbf06bc9e4b2b0c4bb7b46794e63cacaa834,"Tim Cook,Carolyn Wu","Apple,The Apple Store,Xinhua,Proview,Apple Inc.,the Municipal Intermediate People’s Court,Shenzhen Proview Technology,LCD,Proview International Holdings Ltd.,Proview International,Proview Taipei","China,Southern China","2001,as early as 2000,2009,"
ffcbb4742e7df96316bda9385d8ec14078aa5b3f,"Rodney King's,George Holliday,Stacey Koon,Laurence Michael Powell, Timothy Wind, Theodore Briseno,Stanley Weisberg,Reginald Denny,Pete Wilson,Koon, Powell, Wind,Briseno,John Davies,Cynthia Kelly","KTLA,Superior Court,Florence and Normandie,U.S. District,the LA Riots,The U.S. District Court",,"March 3, 1991,March 4, 1991,March 7, 1991,March 15, 1991 ,May 10, 1991,November 26, 1991,April 29, 1992,April 30-May 4, 1992,May 1, 1992,August 4, 1992,February 25, 1993,April 16, 1993,August 4, 1993,April 19, 1994,June 1, 1994,April 2012,June 17, 2012"
ffd480659edff188a04fbd2114b0f63113669407,"Vladimir Putin,Putin",,"Moscow,Ukraine,Russia",
fffb9fbf64cc936c10ecef14b684ac67b6b6b9e7,"Shinkansen,Railway Gazette,Roy LaHood,Rick Scott","the International Union of Railways,the European Union,EU,Korea Train Express,AVE,Amtrak,Acela Express,the White House,Transportation Secretary,the Competitive Enterprise Institute,the Federal Railroad Administration,FRA,,CEI"," Santiago de Compostela, Spain, California, the Pacific Northwest, the Midwest, the Southeast, the Gulf Coast, Pennsylvania, Florida, New York and New England,Europe,United States","2010,June,September,March"
0a0a1a0e94aac65f2b50815050dfaccf521dda35.story,"David Coggon, Paul Elliott","Mobile Telecommunications and Health Research Programme(MTHR Programme), Norwegian Expert Committee, Imperial College London, University of Oxford, World Health Organisation(WHO)",UK,"2012, 2011"
0a0a4c90d59df9e36ffec4ba306b4f20f3ba4acb.story,"Osama bin Laden, Matt Damon, Peter Bergen, John McCain, Carl Levin, Dianne Feinstein, John Krasinski, Dean Obeidallah","Sony Pictures, Energy in Depth, Hollywood",US,
0a0a007398ab02d4bd3c1ef9e034f567afa76b2c.story,"Boris Johnson, Edmund King, Gordon Brown","AA, European Commission, Daily Mail",London,"the 1990s, 2001"
0a0d524f9f21f6132b91422e00b575080bb7c4a6.story,"Sarah Griffiths, Karen Lorre, Nicole Daedone, Rachel, Pooja Lakshmin","OneTaste, Playmate, Medical Daily, Rutgers University, Buddhist Tantric",San Francisco, 8 August 2013
0a1ef61e85845fc03a2aad06aabad8d34e0b36ad.story,"Barack Obama, Stephen Harper, Enrique Pena Nieto, Nancy Pelosi, Harry Reid, Joe Biden, Mitch McConnell, Jay Carney","Pacific nations, Congress, Trans-Pacific Partnership, White House, Senate, Republican, Democratic, Keystone XL, State Department","United States, Canada, Mexico, Toluca, Alberta, the Gulf of Mexico",
0a3bcbacfb0040800aba71a470c0194d0d7c5a62.story,"Obama, Anders Fogh Rasmussen, Madeleine Albright, Chris Lawrence, Mikhail Saakashvili, Andrew Hoehn, Sarah Harting, Adam Levine","NATO, U.S. Congress, Senate, RAND Corporation, NATO Ivo Daalder, European Union","Lisbon, Portugal, Europe, United States, Russia, Afghanistan, Moscow, Saakashvili, Georgia","21st century, 2011, 2014"
0a4a9488b5e913b1de866446d53073d113688768.story,Sue Lamb,"ANZ, Daily Mail, Gold Coast Bulletin","Gold Coast, Labrador, Australia, New Zealand",2012
0a5c5a5f92c35ec03cd42feee53474d4164cbf33.story,"Shinzo Abe, Keith Henry, Yoshihide Suga, Junko Ogura","Nuclear Regulation Authority, Kansai Electric Power Company, Fukui District Court, Sendai nuclear power plant","Tokyo, Japan, Takahama, Fukui Prefecture, Kagoshima Prefecture",2011
0a6e74e3116ca8246fa2d09929b59746973721f2.story,"Joe Arpaio, Paco Fabian, Bull Connor, Phil Brown, Brooke Anderson, Doug Gross","Maricopa Co., Fox Reality Channel, FBI, U.S. Justice Department","HOLLYWOOD, California, Maricopa County, Arizona, Phoenix, Alabama, U.S.",1960s
0a7d822a4d9f7269255b194d01a3503e7e207c7f.story,"George Osborne, Liz Pearce, Prince William, Duke of Cambridge, David Cameron, Ed Balls","British Retail Consortium, manufacturers’ organisation EEF, CBI, Federation of Small Businesses, British Property Federation(BPF), Bank of England, British Business Bank, Labour, NHS, RAF Valley","UK, Birmingham, Britain, Anglesey","Tudor times, 1601, 2012, 2011"
0a8b54bdaf7822a0ed3f462db4c8941ad53663ab.story,"Margaret Hodge, Simon Mallinson, Prince Charles, Abdullah bin Nasser bin Khalifa Al Thani, David Gauke","Chelsea Barracks, Ministry of Defence, HM Revenue and Customs, Qatar Investment Authority(QIA), Harrods, Savoy Hotel, Park Lane Hotel, Olympic Village, HSBC, Real Capital Analytics, Christian Candy’s CPC Group, Barclays and Sainsbury, Google, Apple, Starbucks, Amazon","Britain, Knightsbridge, Canary Wharf, UK, London, Qatar","2007, 2010"
0a9d326b859a477b6466525a9afbb0c15c3dd9d8.story,"Mary Rakovich, Obama, Rick Santelli","Tea Party, CNBC, Chicago Mercantile Exchange",Florida,Feb-09
0a23ba95558bc16e21815b6d1297b60c0e78caaa.story,,CNN Student News,"Indonesia, France",13-Jan-15
0a031d23cc9696d34b418d6b8d46fb2be777db23.story,Theresa Lamagni,"Public Health England (PHE), NHS",England,"2015, 1960s"
0a045dcc5d3fddad8617a17db4fb36e490921b75.story,"Scott Walker, Ted Cruz, Chris Christie, Steve King, Mike Huckabee, Carly Fiorina, Palin, Donald Trump, Hillary Clinton, Ben Carson, Rick Santorum, Barack Obama, Rick Perry, Joni Ernst, Chuck Grassley, Michael Patomson, Bill Hartzell, Eric Rosenthal, Ernie Rudolph, Jeb Bush, Mitt Romney, Rand Paul, Marco Rubio, Bobby Jindal, Adam Levy","Republican, White House, Citizens United, Fox News, Hewlett Packard, Congress, ISIS,  State of the Union, Common Core, IRS","DES MOINES, Iowa, Wisconsin, Texas, New Jersey, Hawkeye State, Hoyt Sherman Place, Des Moines, Pennsylvania, Council Bluffs, Cedar Rapids, Dallas County, Washington","2016, 1877, 2008, 2012, 2011"
0a61cc5c304b3d78070eea0d2686da69d56552f0.story,"James Chapman, Iain Duncan Smith, David Cameron","Cabinet, Tory, Labour, Liberal Democrat, EU","Britain, Madrid, UK","2011/7/1, 1997, 2010"
0a75c4f2a8a1468afbc2f2b1591d134c3cea30ec.story,Sylwester Wardega,YouTube,"Warsaw, Poland",
0a80d772e87c235cb633a19107483e345d6ef46a.story,"Cora Thiel, Oliver Ullrich","University of Zurich, Plos One, European Esrange Space Center, International Space Station, ISS"," Kiruna, Sweden, Esrange in Kiruna, northern Sweden",
0a167e1b287070c1ac577400309a55d499939d2c.story,"David Cameron, Rafal Trzaskowski","European Union(EU), BBC Newsnight","Poland, Britain, UK",
0a459eb9164b45589795af3ad7c7f6dd22685af0.story,"Kevin McCloud, Suzanna","Channel 4 programme, Times, Happiness Architecture Beauty, Grand Designs","Burton, Britain, UK, Europe, Swindon",1999
0a842d14099d3868d36adfdb269df65d14aa6c47.story,"Bowe Bergdahl, John Boehner, Barack Obama, Richard Durbin, Carl Levin, Jeff Sessions, Josh Earnest, Buck McKeon, Osama bin Laden, Joe Manchin, Adam Schiff, Jim Sciutto, John Kerry, Caitlin Hayden, Chuck Hagel, John Kirby, Erin Burnett, Steve Warren, Paul Steinhauser, Ed Payne, Catherine Shoichet, Virginia Nicolaidis, Kevin Liptak, Barbara Starr, Elise Labott, Qadir Sediqi, Dana Bash, Deirdre Walsh","Taliban, White House, Senate, Congress, Republican, Democratic, National Defense Authorization Act, House Armed Services Committee, al Qaeda, House Intelligence Committee, National Security Council, Pentagon Senate Armed Services Committee, the 1st Battalion, 501st Infantry Regiment, 4th Brigade Combat Team, 25th Infantry Division, San Antonio Military Medical Center, New York Times","Guantanamo Bay, Afghanistan, Washington, Qatar, Pakistan, Germany, Texas","2023/5/31, 2011, June 30, 2009"
00a3121ae106ce18379649be9d61faaf9b885ea7.story,"Sarah Palin, Newt Gingrich, Mitt Romney, Barack Obama, Rick Santorum, Rick Perry, Ron Paul","Republican, GOP, Fox News, Bain Capital, White House","South Carolina, Iowa, New Hampshire, Columbia,  Art Trails Gallery in Florence, Myrtle Beach",2008
0a8201ae18c7db380e0d838e19ab73a16e82102f.story,Clare Pritchard,"Hyndburn Council, PlaceFirst","Accrington, Woodnook, Lancashire, London, Burnley, UK","21st century, 2010, 1900, 2014, mid 18th century, 1811, 1911"
0a60266f622680ec18cc85219f9f7c76c4e10205.story,"Lennart Bengtsson, Nigel Lawson, Henderson, Andrew Montford, John Shade, Benny Peiser, Ed Miliband","University of Reading, Global Warming Policy Foundation(GWPF), Tory, US, Labour",,"2009/11/1, late 20th Century"
0a847504dcde9cd4a476ffb4e5c831e3dfcb2d58.story,"Adam, Eve, Eran Elhaik, Dan Graur, Carlos Bustamante","University of Sheffield, University of Houston, Stanford University, MailOnline, Arizona University",Africa,"9,000 years earlier, the earth 209,000 years ago, between 50,000 to 115,000 years ago, 200,000 years ago, 500,000 years ago"
0a471293143e542e3f3ff00265bcadfbc68bda25.story,"Barack Obama, John Kerry, Bashar al-Assad, George Tenet, Chuck Hagel, Alan Grayson, Buck McKeon, Denis McDonough, Ed Husain, William Polk, Anthony Cordesman, Charlie Rose","Congress, U.S., Britain, France, NATO, CIA, Defense, White House, Assad regime, United Nations(U.N.), the U.N. Independent International Commission of Inquiry for Syria, Syrian Coalition, U.S. State Department, Russia, Syrian Islamic Liberation Front, Bashaar al-Nasr,  Council on Foreign Relations, al Qaeda, al-Nusra Front, U.S. Defense Department, CSIS, CBS, PBS","Damascus suburb, Iraq, Aleppo",21-Aug
0aa1dd8b2267ee1f4629c54af6aecb418a2f088b.story,"Rick Santorum, Bob Dole, Ted Piccone","Senate, United Nations, Congress, The Daily Beast, International Criminal Court, Republican"," United States, Libya","21st century, December 10, 1948, 1990"
0aa577e33ead7f859e537050c3276ea02cb94af0.story,"Kofi Annan, Bashar al-Assad, Randa Slim","United Nations, Russia, Iran, Syrian National Council, National Coordination Committee for Change","Syria, Egypt, Bahrain, Damascus, Aleppo, Iraq, Lebanon, Turkey, Saudi Arabia, Iran",
0aabc9ecdaaff12f92c65edfdc15c7f344058248.story,"Jane Dimer, Rihanna, Chris Brown, Mark Crawford, Anuradha Paranjape, Amy Bonomi","Group Health Cooperative,  National Institutes of Health, Journal of Women's Health, Temple University School of Medicine, The Ohio State University","Seattle, Washington, Roswell, Georgia","Grammys on February 8, 2008"
0ab34ea3704178a08dc1223bb10826912c73bd19.story,"Sonia Sotomayor, Jeffrey Toobin, Obama","Supreme Court, Obamacare, The Catholic Church, Obama administration, Justice Department, Christian Brothers Services","Utah, Colorado, Denver",2012
0abbbc34252feacc63d3b0b5c051c5f1b7b967fe.story,"Elrey ""Bud"" Runion, June, Philip Holloway",Craigslist,"suburban Atlanta, South Georgia",26-Jan
0ac8da885d111a70524558202d0971b317c80890.story,"Samantha Walker, Raquel Granell","Bristol University, Asthma UK, PLOS Medicine",UK,the end of the 20th century
0acbea1ae921bf7bedb306c60116816c2dc6855d.story,"Barry Smith, Frank McCusker","Allianz Global Assistance UK, Ski Club of Great Britain","North America, US, Canada, USA,  Austria, Switzerland",winter
0acf50911732154986d754da646757b7c42508cc.story,"Greece, Dimitris Mardas, Nikos Theocharakis, Johan Van Overtveldt, Angela Merkel","International Monetary Fund(IMF), Syriza, Der Spiegel, Spiegel Online, EU, European Central Bank",,9-Apr
0ad347031bfb634d46bb733114023ec812c1ae85.story,"Leon Panetta, Ryan Smith, Marine, Nancy Duff Campbell, Carl Levin, Jerry Boykin, Barack Obama, Susan Rice, Martin Dempsey, Jessica Lynch, Terri Kaas","Wall Street Journal, Navy SEALs, Army's Delta Force, ABC News, National Women's Law Center, MailOnline, Congress, Senate Armed Services Committee, Family Research Council, United Nations, Pentagon,  Marine Corps, Today Show","Baghdad, Iraq, Afghanistan","2003, 1994, January 2016, 21st century, May 15"
0adb3929d8ea2079cea9065af4a16c9a8695780f.story,"Mia De Graaf, Morris dancer, Dolphin Morris Men, Chris Gigg, Bob Hine, Peter Goode","Nottinghamshire County Council, Department for Transport","Nottingham, Southwell","12th century, 1109, 1981, 21st century, 1530"
0ae9a98265905048c44275607043b74c73e195f1.story,"John Shepard, Casey Hudson, Darth Vader, Gollum","Reapers, BioWare, Mass Effect","North America, Australia, Europe, Japan","March 9, March 15"
0ae424ae15992799870dc89a4fc82925ddeda32a.story,"Barry Leonard, Mallika Kapur, Miguel Caballero, Vanessa Emilien","Business Traveller, British Airways, US Airways, Oberoi, Adlon Kempinski, Association of Corporate Travel Executives","Sukarno-Hatta airport in Jakarta, London's Heathrow airport, New York's Hudson River, Mumbai, Berlin",
0aed82a5b444877d95bbacb1e5edde54a52d675f.story,"Stephen Hawking, Bob Hawkins, Lucie Bruijn, Mel Barry, Sharon Matland, David Niven, Jennifer Pifer Bixler","ALS Association, MND Association","Pasadena, California, Cambridge, England, Fayetteville, North Carolina, Northampton, Ireland, United States, UK, Fayetteville",2009
0af24d7e93abbe7a59e6690c420067b8eae221a2.story,"Ruth Sunderland, Nick Hood, Dorothy Urwin, Ros Altmann","Southern Cross, Company Watch, Care Quality Commission",Britain,"19:04 EST, 25 August 2013, 11:01 EST, 26 August 2013, 2011"
0afb432978cfd25ba81848334b7f966c28f97954.story,"David Cameron, Ed Miliband, Andrew Lansley, Lindsey Davies","House of Lords, Health, Labour, Cabinet, Tory, Wales’s Health Service",England,
0b00c7c4c20e7049d731d0123945387add6e51dd.story,"George Osborne, Nick Clegg, Ed Balls, Stuart Adam, Barra Roantree","Institute for Fiscal Studies(IFS), Labour, Tory, Standard","UK, England, Scotland","2015-16, 2010, 1991"
0b1c12e2f5f191c6a2f3403b5caea3c9e8a4c75e.story,"George Bush, Obama, George Washington, Bill Clinton, Jeff Shesol, John F. Kennedy, Thomas Jefferson, Abraham Lincoln",Vocativ,"Little Rock, Arkansas, Gettysburg","Sept. 11, the 1700s"
0b2b704b79587e6904b5eb0ecadd887efcb92251.story,"Michael Needham, Christopher Wenk, Jeb Hensarling, Barack Obama, William H. Becker, William M. McClenahan, Ronald Reagan, Kevin McCarthy, Eric Cantor, Dave Brat","Export-Import Bank, Boeing, Congress, Republican Party, Heritage Action, the U.S. Chamber of Commerce, Republican, Club for Growth, FreedomWorks, Delta Air Lines, White House","Washington, D.C.","2023/9/30, 2012, 2010, 1980s"
0b2cd06f1604bcc32a58ab1a0e4b6eb4d5791525.story,"Croatia's government, Aljosa Babic, Darko Lorencin","Association of Eco and Social Forum of Croatia, Zagreb Pride, MailOnline Trave, European Gay Tourist Association","Naked Island, Goli Otok, northern Adriatic Sea, Croatia, Yugoslavia","Communist times, late 1980s"
0b03fb754fb711707d98eef57c038e50a250672e.story,"Ryan Gorman, Edward Snowden, Dan McCall, Paul Alan Levy",NSA,"Minnesota, Sauk Rapids, Washington, D.C","16:39 EST, 4 November 2013, 19:27 EST"
0b5d771dafc8a5a62226e2a464e3d0dbd9613b22.story,"Paul Donnelley, Jerry Kunkler, David Major, Vince Louge","MailOnline, Wilshire Police, Wiltshire Police Licensing Officer, Wiltshire Council",Wiltshire village,"2003, 2009"
0b6bf9efecd2d5d32b27f05cf8aeaaa2f4c178d8.story,RapidSOS One-Touch-911,"MIT, RapidSOS","Boston, Texas",
0b6ee20d19e89512903366438c9497e941e07162.story,"Nigel Farage, Evan Davis, Lorraine, Nick Clegg, Victor Meldrew, David Cameron, Boris Johnson","Ukip, BBC Newsnight, NHS, ITV News, Tory, Labour, MailOnline, EU, UK, Britain, Office of the United Nations, UNHCR","India, Australia, Europe, Mediterranean, Africa, Brussels, London, Libya","2010, May 7"
0b07f9324ceda876e6c5f85dd0ef0a06563ecb77.story,"Emily Allen, Marie Barber, Robert Atherton, Mike O'Grady","Manchester Crown Court,  Revenue and Customs","Worsley, Greater Manchester","09:37 EST, 4 November 2011, 2007"
0b03dc8b3646ce9f6903c77ce36b7520cf879e2b.story,"Clooney, Amal Alamuddin, Tracey, Amal, George, Kim Kardashian, Kris Humphries, Britney Spears, Jason Alexander, Nicolas Cage, Lisa Marie Presley, Pamela Anderson, Kid Rock, Jennifer Lopez, Cris Judd, Brad Pitt, Matt Damon, Russell Brand, Jimmy Choo, Katy Perry, ",,Venice,/
0b3d5ccc31d46a056d83e3543e7b4ab388e8ecc1.story,"Shohreh, Ahmad Reza Radan, Payam Mohebi, Iranian Golnaz, Naser Makarem Shirzi, Azar","Fars news, the Iranian Society, AFP, pet hospital, The Ministry of Culture and Islamic Guidance, ","Iran,Tehran,","2011, June 2010"
00b3cebdfa5caccbddb4c701689e2dfddd89a3d4.story,"Andy Williams, St. Nick, ","Topdeck Travel, ","Turkey, the North Pole, Anatolia, the Blue Mosquem, Istanbul,  Cappadocia, Gallipoli, Sahara, Atlantic, Morocco, Fez, Marrakech, Roman, Volubilis, Berber, Essaouira, Laos, Cambodia, the Mekong River, Luang Prabang, Angkor, Mayan, the Yucatán Peninsula, Cancún, Uxmal, Chichén Itzá, museums of Mérida, hacienda, Tulúm, Playa del Carme, San Francisco's Coit Tower, Yosemite, Las Vegas, the Grand Canyon, California, Harbin, northeast China, the Great Wall, Beijing's Forbidden City, Xi'an, Ice and Snow World, Kirchdorf, Salzburg, Innsbruck, rainforest, mangroves, Kilimanjaro, Africa, Arusha National Park, Patagonia, Santiago, Chile, Buenos Aires, Austrian village of Kirchhoff, busy souk, the Asian portion of modern-day Turkey, French, Austrian village of Kirchdorf","2013, December 18, December 29, December 23, January 6, January 3, December 30, December 21, January 4, December 22, January 2,  December 28, December 19, December 31"
0b6b35285742a41a6305628b0914569745b1c25a.story,"Jimmy Bullard, Paul Jewell, Paul,  Bullard, Bill Green, Pascal Chimbonda, Mike Pollitt, Jewell,  Pascal, Bullard, Danny Murphy, ","Chelsea, the Premier League, Wigan, Headline Publishing Group, Middlesbrough, West Lodge working men’s club, Fulham, ",Stamford Bridge,"2003, 2006, 2008"
0b013d46438aeeaabf6136a14a4c63501ec723ee.story,"Matt Stopera, Stopera, Matt Stopera, Matt","Buzzfeed, CBS, Apple, Weibo, Twitter, CNN, iCloud"," New York, China, Manhattan bar, Asia, the Apple Store, Manhattan, Guangdong, Meizhou Hakka",/
0b21c2515814aa80df7fd6ed40e317f359c73ebd.story,"James, Jane, Gawrych Ruda",Ryanair,"Poland, Wigry National Park, the Masurian Lakes, Wigry National Park, Lithuanian border, Wigry, Stansted, Kaunas, ",/
0b261927c5ad07c2dfdd4ec4a8b0fbbe2e24cde1.story,"Sam Webb, Mark Durant, Mr Durant, Mike Bering, Lambert Smith Hampton, Jean Graham, Pristine, Bill, Angela Hart, Jean, Bill Graham","council, Essex County Council, the Land Registry","Canvey, Essex, Canvey Island, Marine Parade, Beck Road,  Zider Pass, ","18 April 2013, 18 April 2013"
0b8604027609fb7a4a6432e6a5e903e10a1df91c.story,"James Rush, Douglas Hewitt,Mavis, Mr Hewitt, Douglas, June Murphy, Mrs Murphy, ",,"Redgates, Sheffield, South Anston, South Yorkshire,","3 December 2013, 3 December 2013, 1929, 1951, 1980, "
0ba80f1370849bf1c0e139745b5b1942333fe4f1.story,"Stuart Freeborn, Chewbacca, Yoda, Jabba, Hutt, Lucasfilm, Peter Sellers, George Lucas,  Irvin Kershner, Jedi Master, Greedo, Walrus Man, Snaggletooth, Ewoks, Kay, Graham, ",, United Kingdom,"2001, 1996, 2013"
0baaf5aebfc5915ea7bb3119b7dd860fe22792d3.story,,"the London Central Fellowship Band, London Symphony Orchestra, Youtube","St Luke's Parish Church, Tiptree, Essex, ",
00bab59ff44f83281a07ff92439089c58c2f54bb.story,"Victoria Wellman, Lois Farella, Anne Grace, Ms Grace, Bryan Lanzello, Arlene Salac","FAA, CBS, the Federal Aviation Administration, MailOnline","Valley Stream, John F Kennedy airport, Long Island","11 September 2012, 11 September 2012, "
0b894b3d6c3dd40e6db6ea7d28d5dd6cdabcd62a.story,Beci Wood,Ikea,"New York, Sweden, Berlin, London, Moscow, Mumbai, Shanghai, Stockholm, Paris",
0b3065f62db03416c01b0bc8d87a03add5402070.story,"Christian Trousedale, Samantha-Jayne Brady, Mr Trousedale,  Christian, Miss Brady, Jackie Bleszinski, Daphne Stephens, Lynda, ","Aldi, Facebook, the Bolton News","Horwich, Bolton, Dubai, Australia, the United States",
0b4552e922d90a415c66da031820ff3a8814e08f.story,"Ozzie Guillen, Fidel Castro, Guillen, Castro, the Florida Marlins, Josh Johnson, Ryan Dempster, Mariano Castillo","Miami Marlins, Marlins, the Chicago Cubs, Time, the Chicago White Sox, the Cubs, CNN","Little Havana, Cuba, ","2006, 2010, "
0b26082de44b9a29bc880512620f4c3cf4075e4a.story,"Prince Charles, the Duchess of Cornwall, Charles, William, Harry, Steve Instance, Jamie Oliver, Carla Viladonmat, Camilla, Rich Emerson, Jamie Oliver,  the Duchess, Annie, Ben, Scarlett, Bruce Shand, Bob, Annie Lindo, Sam, ","RNLI, Camborne College, Surf Action, Royal Irish Hussars, Cornwall Food Foundation, the United Kingdom Vineyards Association, ","Cornish beach, Watergate Bay, Newquay, Cornwall, West Country, Constantine, Polzeath, Redruth, Cornish cave, Jamie Oliver's Fifteen Cornwall, Camel Valley Vineyard, Bodmin, France, the UK, Padstow School, Camel Valley, Sri Lanka,  the Prince of Wales, north Cornwall","2011, "
0b81596b4ac98a43ad2ec1c40e3aa336396c0667.story,"Bianca London, Princess Beatrice, Sam Branson, Isabella Calthorpe, Sam, Prince William, Cressida Bonas, Branson, Holly, Richard Branson, Holly Branson,  Marion Bartoli, Noah Devereux, Jermain Jackman, Jack Whitehall, Bea, Eve, Eve Branson, Isabella Calthorpe, Cressida Bonas, Natalie Imbruglia, Ben Ainslie, Alexandra Burke, Freddie, Noah, Virgin","Big Change,Virgin.com, Twitter, ","London O2 Aren, Gravesend, Matterhorn, Switzerland, London, Dover, the English Channel, Verbier, Alps, Zermatt, the UK, ",7 August to 6 September 2014
0b55946c2798361fdb0fa8de1441af9ec3123ee3.story,"Lizzie Edmonds, Rob Pilley, Mr Pilley, John Downer, Mr Downer",,"Costa Rica, Mozambique, Antarctica, January 2",
0b69333e120b81f48df3e541a22d0c31b24a48bf.story,"Donald Malcolm Jr, Malcolm, Megan, Megan Malcolm, Maureen, Melissa, Marley, Don, Patsy Cline, Papa M, Howard, Mike Malcolm, Lisa Shumaker, Nicki White, Melinda Borg, Patsi Solano","the Homer Tribune, Facebook, ","Alaska, Kirklandm, Washington, Dutch Harbo, the Bering Sea, ",28-Feb
0b75681a4ba09185986222bc10c66d2122839ec7.story,"Martin Scorsese, Viola Davis, Meryl Streep, Kenneth Lonergan,  Glenn Close, Viola Davis, Rooney Mara, Meryl Street, Michelle Williams, Marilyn, Charlize Theron, Aileen Wuornos, Kirsten Dunst, Lars von Trier, Demian Bechir, George Clooney, Jean Dujardin, Gary Oldman, Brad Pitt, Pitt, Clooney, Woody Harrelson, Berenice Bejo, Jessica Chastain, Melissa McCarthy, Janet McTeer, Octavia Spencer, Michael Shannon, Terrence Malick,  Kenneth Branagh, Jonah Hill, Nick Nolte, Christopher Plummer, Max von Sydow, Patton Oswald, Albert Brooks, Woody Allen, Michel Hazanavicius, Alexander Payne, Duncan Jones, ","CNN, the New York Film Critics Circle, Screen Actors Guild,  ",,
67bec738ec3da9efb7edeb704f8e5536be9d57a9.story,"Chelsea Clinton, Chelsea, Bill Clinton, Marc Mezvinsky, Charlotte, Bill, Hillary, Robbie Myers, Neiman Marcus, Dion Lee, Charlotte Clinton Mezvinsky, Marc, Oscar de la Renta, ","Elle magazine, Congress, ",Arkansas,"1998, 2015, September 26, 2014,  2016 "
67c7a26cec121cddad42e3a41bc5da757e13e4bc.story,"Leon Watson, Nick Begley, Eli Langer, Mr Begley, Jeremy","the University of Central Florida, Redddit, ABC News,  Orlando Magic basketball franchise",New York,"2/27/2013, 2019, "
67c8e49394e9f9060808f31c5e746401c53d6503.story,"Dustin Johnson, Paulina Gretzky, Paulina, Johnson, Wayne Gretzky, Gretzky, ",,"the Sherwood Country Club, South Carolina, La Jolla, California, Pebble Beach, ",
68d831b14b8e699283db1c43ee3fd22fed85f1fb.story,"Giselle Hernandez, Hernandez, Dave Rose, Terry Maketa, Maketa, Rich Harvey, Harvey, John Hickenlooper, Dale Mielke, Mielke, Carolyn Selvig, Selvig, Erik, Erik Selvig, Carolyn, Chris Schroeder, Kari Greer ","Colorado Springs Fire Department, CNN,  the federal incident management team","Colorado Springs, Waldo Canyon, El Paso County, Colorado,  Rocky Mountain National Park, Denver, ",
68d9011b795838ac65eced6d9898386fddb669dc.story,"Richard Spillett, Richard Harrington, Suzanne Sheldon, Suzanne Sheldon, ","the Marine Conservation Society, MCS","Portland, Dorset, UK, Britain, Atlantic, ",
68dabfbb3c3013c3d19263746e2ab9af5bebb0f9.story,"Adam Levy, Mr Levy, Clarissa Baldwin, ","the Dogs Trust, Dogs Trust Canterbury Rehoming Centrem, Dogs Trust Canterbury","Canterbury, Kent, Lidl, Dublin, the UK",
68dc07a121cd686c37d49f908c91d3904c53986b.story,"Aaron Gekoski, Gemma Catlin, Mr Gekoskim, Gemma, Aaron,  Miss Catlin, Gem","Ecomentaries, International Anti Poaching Foundation, ","London, Europe, Mozambique, Namibia's Skeleton Coast, Madagascar, Zimbabwe, Africa, Hwange National Park, India, Indonesia, Madagascar, Erindi National Park, Lavanono, Madagascar, Victoria Falls, Antelope Park, ","8/13/2013, 2009, "
